Date,etf,spy,ratio,zscore
2000-12-29,13.793246269226074,83.06805419921875,0.16604754261062007,1.1057846638053157
2001-01-02,13.93998908996582,81.56421661376953,0.17090814659540904,1.9218693238298779
2001-01-03,14.233458518981934,85.48212432861328,0.16650801124531242,1.2300453919745031
2001-01-04,13.842161178588867,84.56201171875,0.16369242993682984,0.7878744383999572
2001-01-05,13.842161178588867,81.80165100097656,0.16921615895532008,1.775046087611016
2001-01-08,13.891071319580078,82.4348373413086,0.16850971952630006,1.6537897405554849
2001-01-09,13.646510124206543,82.2171859741211,0.16598123570541512,1.2226397529078847
2001-01-10,13.69542121887207,83.66168975830078,0.16370003114254852,0.832534274454353
2001-01-11,13.842161178588867,83.7408447265625,0.1652976062492256,1.1304116743680506
2001-01-12,13.744331359863281,83.58251953125,0.16444026139609877,0.9898100592447324
2001-01-16,13.597599983215332,84.11681365966797,0.1616513915782697,0.5003397800304724
2001-01-17,13.793246269226074,84.5026626586914,0.1632285402051457,0.7920347781851544
2001-01-18,13.842161178588867,85.34359741210938,0.1621933173469063,0.6086129932053629
2001-01-19,13.69542121887207,84.85883331298828,0.1613906376529912,0.46678704470878063
2001-01-22,13.69542121887207,85.42273712158203,0.1603252445467698,0.2783235400361023
2001-01-23,13.793246269226074,86.09553527832031,0.16020861273045997,0.26554077935012177
2001-01-24,13.793246269226074,86.35279846191406,0.15973131751265238,0.18341082525855945
2001-01-25,13.597599983215332,86.13508605957031,0.15786366050428444,-0.1567198047748028
2001-01-26,13.69542121887207,86.03614807128906,0.15918217546796867,0.09952740375788639
2001-01-29,13.742372512817383,86.4952621459961,0.1588800608479747,0.05127528658497711
2001-01-30,13.86759090423584,87.25509643554688,0.15893158647162206,0.06674754572276803
2001-01-31,13.953678131103516,86.76119995117188,0.16082855169080731,0.4334969623222938
2001-02-01,13.836287498474121,87.33738708496094,0.15842341934290202,-0.022664701802626544
2001-02-02,13.78933334350586,85.3554916381836,0.16155180034528946,0.5802943690108009
2001-02-05,13.851943016052246,85.98234558105469,0.16110217652755424,0.49100129334679177
2001-02-06,13.773681640625,85.72908782958984,0.16066520698323516,0.40371905470192015
2001-02-07,13.69542121887207,85.28582763671875,0.1605826149358452,0.3887567595897476
2001-02-08,13.499777793884277,84.29171752929688,0.1601554481220794,0.31234489700797385
2001-02-09,13.491950035095215,83.481201171875,0.16161662560793008,0.5965390201807512
2001-02-12,13.6641206741333,84.43734741210938,0.1618255557868661,0.6368689185326325
2001-02-13,13.624984741210938,83.74712371826172,0.16269197240788225,0.7999851887815062
2001-02-14,13.601510047912598,83.62052154541016,0.16265756056695116,0.7880954579273526
2001-02-15,13.55455493927002,84.4310302734375,0.16053996848519284,0.38110312644868743
2001-02-16,13.280648231506348,82.56938171386719,0.1608422874901571,0.44253490247608085
2001-02-20,13.02238941192627,81.29669189453125,0.16018350942029258,0.3193303395708596
2001-02-21,12.967609405517578,79.54269409179688,0.1630270328856627,0.8770066116567273
2001-02-22,13.13195514678955,79.66300201416016,0.16484383986000598,1.2366583285266874
2001-02-23,13.045869827270508,79.12478637695312,0.1648771570152436,1.2466775482369146
2001-02-26,12.936304092407227,80.80913543701172,0.1600846738731747,0.31614635716740475
