Date,EWJ,EWY,EWT,EWH,EWS,EWA,FXI,EPI,THD,EWG,EWU,EWQ,EWI,EWP,EWL,EWN,EWD,EWC,EWZ,EWW,EZA
2001-01-22,-1.4777791119025325,,,1.0676350647308532,-0.38877491173165346,1.3138323032540735,,,,-0.11322074240683362,0.27833793808785195,1.3882718120999156,2.309032915270146,1.5476793529762043,2.0692071240957675,0.9502144634202621,-0.7761944595480607,0.15970748163293516,,-0.3705293471501218,
2001-01-23,-1.5616673911635348,,,0.9204283724411567,-0.5266753605039902,1.0094813663869355,,,,-0.155117193724784,0.26553824340445736,1.0748925904401267,2.0835848044764536,1.6433022875490781,1.972194033355292,0.8868507835286755,-0.9711715677967022,0.17184128579858318,,-0.26679512909162767,
2001-01-24,-1.7218998725771268,,,0.7737403655124839,-0.5768366902865675,0.5348677869130274,,,,-0.3308359630644398,0.18342181876119865,0.8112078940474671,1.9362772065880434,1.4710323919287898,1.563784601728846,0.654106322819694,-0.962638770806253,0.25674112091686985,,-0.29695763652857476,
2001-01-25,-1.6758457029326161,,,0.8207247681681952,-0.7078690518666574,0.7383835105588663,,,,-0.27144444279661223,-0.15673209514481742,1.0520960971779854,1.9493068032982435,1.3882304991734258,1.7254933964520751,0.4969945852094929,-0.8759351352143593,0.22078501332162642,,-0.4046526885932876,
2001-01-26,-1.7846008433391334,,,0.756101978520045,-0.8703064187527609,0.9149474582736524,,,,-0.28543103878669174,0.099532149773241,0.9683266720450796,1.9043793012562262,1.2866740128015766,1.7279298183994936,0.29940361097546603,-0.9890892786865059,0.023185532574862406,,-0.15485684540811587,
2001-01-29,-1.594853835400187,,,0.5056759451458014,-0.7535548973388123,0.37807030098991795,,,,-0.2906064800535652,0.0512964262021336,0.790693970814669,1.709568692903547,0.9454717326233587,1.7211678715044332,0.2627401720282294,-1.0550785950941926,0.3834054052716547,,0.011824621470053871,
2001-01-30,-1.645004574623881,,,0.3112643893217959,-0.5869044365190142,0.4005668597705643,,,,-0.33247376653734206,0.06676341912954112,0.7987129414978604,1.7785594304418086,1.0794838012572339,1.647986969600105,0.2015754556614463,-0.9938055856722584,0.18337511970297365,,-0.012674051499366259,
2001-01-31,-1.6395970295300677,,,0.38650462103603156,-0.18061947083517152,1.1460540771474983,,,,-0.05042314473403424,0.43351485189662475,1.416430585900632,1.8975266521607157,1.3252512973582964,1.6248751171351166,0.6791818488874029,-0.8210427176287425,0.26673614096985604,,0.015475671360556996,
2001-02-01,-1.663002680300409,,,0.4468401522288019,-0.3773566753686174,1.1420076657865277,,,,-0.2272584690595161,-0.022642049526387528,0.9600716045608962,1.8751897136808815,1.605211270467185,1.6713804113912998,0.8287431779966564,-0.8213632532680251,0.201401776907234,,-0.23423378002224798,
2001-02-02,-1.5383664674487472,,,0.29909588297573536,0.13929405721700497,1.5999880245249334,,,,-0.13227290462670815,0.580298530271277,1.059247221299553,1.9958291145969487,1.4124140770592668,1.8996956893222459,1.0389475925055958,-0.9348562095018069,0.6342427410197222,,-0.054500239815660996,
2001-02-05,-1.6852055400086765,,,0.24768577324825242,-0.39134392583366934,0.8531111777721286,,,,-0.14901903442797984,0.49100902956199616,1.0762288731752052,1.8142997296111316,1.3722091973592447,1.877228948560315,1.133861849640612,-0.9841370297452225,0.3950794268412321,,-0.05695149156949356,
2001-02-06,-1.6488462184360875,,,0.5116956780777793,-0.5298491693077624,1.153334451896926,,,,-0.1289220439575826,0.403719200603319,1.011412237598762,1.6329165084288768,1.3026734238390787,1.8035283322702444,0.6631479493460396,-0.8972887977463986,0.38027644926791443,,0.051254146639229094,
2001-02-07,-1.76173736933627,,,0.3386663543687735,-0.6940319237768816,1.155229725662804,,,,-0.16100282248393208,0.3887650295660115,0.8014108876044546,1.5633175755276378,1.4583278008438485,1.809616897876451,0.7910614851263329,-0.927939301571616,0.40107632360007744,,-0.13434128672124243,
2001-02-08,-1.6300946627713144,,,0.4932239797314661,0.2218789948183366,1.288815471686779,,,,-0.18828089416894245,0.3123395141697308,0.8195891044839289,1.6171711046658541,1.6646520290059117,1.657165248560494,0.8804149810047291,-1.0099905615729845,0.2711040340671966,,-0.039407994004820764,
2001-02-09,-1.4780703042324554,,,0.5819647654054191,0.28943672953296357,1.1813077395650031,,,,-0.06109721546850808,0.5965389906206073,1.1258901718450531,1.564626236827605,1.7376950287276403,1.7898662076822913,1.1451701759638515,-1.0829707033196037,0.26862198827078093,,0.08181874512812654,
2001-02-12,-1.6303475057744556,,,0.4046767282138985,0.5247139955080241,1.2357903724913304,,,,-0.17554067343956226,0.6368605738453692,1.031767821215004,1.6899340977391615,1.8397166491819406,1.5834397389227817,0.9028548165748104,-1.059479606736655,-0.07226357151449157,,0.31298737692087336,
2001-02-13,-1.4642961198353555,,,0.6911441205472786,0.8071061718197551,0.8771800875746107,,,,-0.11387251465016385,0.7999758012525476,0.9660649316931856,1.5282945622601702,1.8011255509673632,1.5081169228300373,1.2010863369865878,-1.0862806873943314,0.0911865573435699,,0.06102922936561433,
2001-02-14,-1.5377290513260773,,,1.0088030788071622,0.5815371602805701,1.1285238157959865,,,,-0.25761212448072635,0.7880943989066707,0.7331258395385625,1.4502478281055131,1.384348768936389,1.3553730592248423,0.9038913580001589,-1.25457526522605,-0.34158517370176306,,0.3316103214170957,
2001-02-15,-1.460714976556851,,,0.776644807367911,0.5478257010000189,0.6728070202410212,,,,-0.39896057738606927,0.3811061655579442,0.4305498123329594,1.125453425770923,1.142096125039632,1.199290790019463,0.4591027592331349,-1.1996751310118987,-0.17323371043744135,,0.2325427390612034,
2001-02-16,-1.466626679033339,,,0.8333938166164415,0.9324577191302879,0.7283722365943386,,,,-0.23481920755582555,0.44252317278427455,0.6417851298077719,1.3057392915893296,1.4519893900766012,1.4761978388036041,0.9598853737612364,-1.2851999914121246,-0.891168774547496,,0.34741282489416636,
2001-02-20,-1.2047937758323175,,,1.0974457316377377,1.1242582522771638,0.9667600030007032,,,,-0.15020002867161783,0.3193378139735446,0.6555782212178458,1.3191865262314428,1.531759453516869,1.4343324483559272,0.9405787282445243,-1.0762315207364663,-1.1386581890438328,,0.5038893941582195,
2001-02-21,-1.0646882994965168,,,1.586154553400856,1.6708768062449204,1.859041589320928,,,,-0.12958146150710267,0.8770108295618163,0.7699427477511835,1.4754241044324792,1.7811402165682506,1.58588197706699,1.2290729421769653,-1.2064954493502908,-1.0571284768601723,,0.050228562549669675,
2001-02-22,-1.0392817470373865,,,1.5025614308173252,1.1964523237251063,1.3179479294316285,,,,-0.2523370812746896,1.2366577374932755,0.6245995023901071,1.3650540491727803,1.4784766023184852,1.7377673849189632,0.8898395082123081,-1.3539454541794351,-0.9527501562612687,,0.049006430282685275,
2001-02-23,-0.6824147066178492,,,1.8390013650889065,1.2703997984706015,1.5568138473487025,,,,-0.2793655955162686,1.246686516582787,0.5884224068355842,1.4240852005215987,1.656710502034457,1.8304825212296765,0.9863325662996504,-1.2918876829135129,-1.1219974906171062,,0.27194396906914015,
2001-02-26,-0.8952174029386629,,,1.6469755067458256,1.3984065169227147,1.246969612316224,,,,-0.41371794429865294,0.31617425335932414,0.37059522681223567,1.3287138637905302,1.5390672238405352,1.6497612334600102,0.641512226002405,-1.1903463992265486,-1.093484756975221,,0.011805108006792783,
2001-02-27,-0.9159326300719894,,,1.5937423539246853,1.0879540443617752,1.8482902143615718,,,,-0.3041002089964062,0.6324609853862082,0.5527710415425721,1.4038636472615669,1.7160930771870926,1.6474263111744358,1.3203527696470874,-1.0716369377237,-0.9540731006331523,,0.1851453498227306,
2001-02-28,-0.7318801322410424,,,2.2300689404647205,2.0932566251143507,2.4466073218016784,,,,0.22945508158591515,1.5660746451452803,1.081535161659789,1.7631542139580823,2.2199054489391172,2.1852889199999073,2.107936870035632,-0.938564010556813,-0.8818116149662796,,0.5119483697213147,
2001-03-01,-0.9794206233861654,,,1.5789223567792146,1.6528580720571435,2.248120531536514,,,,0.21186421998648242,1.2848759431910268,0.9383610538002644,1.7127513634316787,2.221349404341966,1.610322255844619,1.7426770365666635,-1.0826917015217141,-1.046518863587008,,0.584001724843702,
2001-03-02,-1.375453766873649,,,1.745410396517044,1.4175566868714031,2.3791426138442757,,,,0.3620809415768724,1.8621530985565355,1.144919052860804,1.7556110714813913,2.5937620879410623,1.8224877464927374,2.3137112652457517,-0.9503541226010295,-0.9005294936306143,,1.0052035560422057,
2001-03-05,-1.5112852492253213,,,1.6844970353537287,1.0992013888291579,2.1027139471093452,,,,0.2599473990183776,1.8344482602772643,1.0158141658790496,1.4330047847670926,2.470934174864053,1.9144170040773547,1.9200726553622056,-0.8900192270287562,-1.1087745804360305,,0.6116429913404391,
2001-03-06,-1.2392812005666727,,,2.1057199652529093,1.0617443770555728,1.6185232472729802,,,,0.3563236216377911,1.8850576765199065,1.1867941852125232,1.5762214079885508,2.390606142556827,1.8260912291293732,2.097645503615502,-0.7235303372656735,-0.6969985150569159,,1.0753549266225781,
2001-03-07,-1.3393265937627283,,,1.5085472701009928,0.39679771528783414,1.464372048003952,,,,0.2715127037584981,1.3087787623459446,1.104271105414951,1.5109064744563099,2.4808616915268793,1.398056845923715,1.7483443860133607,-0.868805771777399,-1.0206297805240554,,1.1603214190345428,
2001-03-08,-1.3361235454424183,,,1.379705642255428,0.7315762083707116,1.043247139623532,,,,0.1509982301684805,1.3205833351021967,0.8674137246586588,1.567464175722908,2.427671697036436,1.3790542394518943,1.3183814370726183,-0.9530532997713895,-1.0700971759146947,,1.0453631951323237,
2001-03-09,-1.228254552177476,,,1.8077698302063132,0.859298329384108,1.6373889171229095,,,,0.4007478431134397,1.8503512040481886,1.2399149357033858,1.6619478561096717,2.516621321413591,1.8479431616736641,1.969175758767935,-0.9569180039007427,-0.7646827866932139,,1.5481840656318109,
2001-03-12,-1.0656075336772388,,,0.932552466050492,0.7827810051909209,2.867292951235747,,,,0.7631102079378911,2.8045545124915043,1.615575444234423,2.0251365225920868,2.700874507074784,2.2744700734153214,2.3926033347928612,-1.3271763269991022,-0.6237357012702691,,1.3464261898171446,
2001-03-13,-1.167147210664035,,,1.3122905954043835,1.0311315605625968,1.7232652372930262,,,,0.22902796051417923,1.4164640990045538,0.9126375809098425,1.5398403941084977,2.518698182333003,1.4782008146250993,1.4938105494168383,-1.4224087988113234,-0.67797964528799,,1.475861840865327,
2001-03-14,-1.8097516114169208,,,1.2195299915880362,-0.050363132443879265,1.131054107114427,,,,-0.3821687723344433,1.6064359481036343,0.7420439840704179,1.3959638236195466,2.3730384220478715,1.4011954375528346,1.430565665064503,-1.6732188774733991,-0.9700516633519413,,1.390559804817424,
2001-03-15,-1.1271172309589952,,,2.016116641616703,0.7780793490855161,1.38981778134715,,,,-0.14982300662315307,1.9579392751949602,0.8379885852894747,1.4158374620404302,2.4455480329085986,1.3851737988939623,1.4137586048427162,-1.4213348522016724,-0.7761931093040084,,1.4179642802457701,
2001-03-16,-0.898761952720936,,,1.9455671358680129,0.4597828834465349,1.9802975643665244,,,,-0.26237980493372914,1.6432247210590953,0.7512665104644495,1.3951252480504026,2.3234326629024182,1.1986037536798342,1.1266299807975464,-1.5278147013045058,-0.6772759299786262,,1.7579966562465246,
2001-03-19,-0.997472706314361,,,2.2284041798735297,-0.5611764539259201,1.7586434147368413,,,,-0.6013875636650424,0.9095275055157267,0.5318419592392422,1.2658040575898255,2.0501650968615857,1.1559611500469784,0.8446523986269368,-1.7614971876037184,-0.7205899402391652,,2.0117890702391423,
2001-03-20,-0.7133676961690014,,,1.598231580171392,-0.1526254461465819,2.499183658235884,,,,-0.009404039592802189,2.1070679676037667,1.1987742852268946,1.6955122285255106,2.2451493272499343,1.6080548524861984,1.7981355485914796,-1.5768923203767276,-0.717408868055349,,1.7539952747318168,
2001-03-21,0.22969029539388583,,,1.8168064673930282,0.43535535494770056,2.5913279220830057,,,,-0.1686760979327017,2.1200805011415986,0.9841836215055708,1.7354000720003318,2.0844033741891392,1.0363947520736785,1.1925177485407346,-1.5959649046687128,-0.4591150072240521,,2.134913850799426,
2001-03-22,0.20566544758303035,,,1.233784109779596,-0.6300547961464235,2.093471565473146,,,,-0.6158700959410183,1.4191929775875463,0.6694439231433431,1.096387104473762,1.617607518747091,0.7345710960833737,0.5962524563174215,-1.7815882093401936,-0.803281305547898,,1.772422545643829,
2001-03-23,0.46410459486981176,,,1.6558724787733559,-0.27710238718781555,1.512277909374305,,,,-0.7891084332753459,0.9199400489134907,0.3144744360857329,1.220567614076652,1.5121315628100471,0.5838073393377531,0.3639398891109517,-1.7447046078603008,-0.9513944850338738,,1.0473665137733372,
2001-03-26,0.6583224462369,,,1.590923503356294,-0.531951980209963,1.7830748053866454,,,,-0.325696214077039,1.5154847427797027,0.7391394623385517,1.2584132053413952,1.8944561823077333,1.1364756767529298,0.6499599896651989,-1.5588436489131918,-0.8989532193952083,,1.2458535008832499,
2001-03-27,0.7285512808027067,,,1.4473096979873947,-1.082170984131204,1.446734556374794,,,,-0.2566006226499101,2.309756744668106,0.8462591501368789,1.4091451292562205,1.835337457063386,1.0908302323979244,1.1259269544237107,-1.2503150877859557,-1.2062274845717367,,1.0375385924095368,
2001-03-28,0.6799772530854121,,,1.2299970574850905,-1.8027974998526726,1.6687759526795696,,,,-0.32322866120495414,2.0227944849068495,0.9199093707023068,1.363688710815243,1.7826289100124435,0.9554195322057546,0.7073834103261751,-1.6734817251124376,-1.1939333680248698,,1.4258073619998481,
2001-03-29,0.164983770882489,,,1.1066867257052495,-1.8812842244170254,1.1898367994352896,,,,-0.31919794716800554,1.3915158756257413,0.5592636485074747,1.3696781805052098,1.7443441970482836,0.9565753996921256,0.47301628956059466,-1.9138238349431742,-1.4584918870825503,,1.4583877531658709,
2001-03-30,-0.15693733154864223,,,1.122537559204406,-1.4028904218215232,0.5818095007131571,,,,-0.30464013567160275,1.3553955925934367,0.5262706500644548,1.4534625677129598,1.7695180998525835,1.1157790418970894,0.3843745695389868,-1.9579745048874355,-1.4079751751944471,,1.8128688566835964,
2001-04-02,-0.09160475446268954,,,1.0952530254441257,-1.5665831770086869,1.263091249674991,,,,-0.3570296268465396,1.8469723263489992,0.8966407580032066,1.5130983219838017,2.087184025095741,1.4336383368082208,1.0339031555698168,-2.1520842237839286,-1.0875892943219243,,2.1328459679163463,
2001-04-03,0.6068348136155548,,,1.1464026863982177,-1.7530443858452174,1.7788240728687268,,,,-0.3583956509872915,1.4722484085274987,0.9778742768851664,1.8873689960705922,2.355124086272738,0.9354671611295217,1.385989334468299,-1.9038253618109924,-1.002484292323293,,2.104523957887516,
2001-04-04,0.9814898602898504,,,1.2171094509683014,-1.5033645203325168,2.6704632315731813,,,,0.043732981343130896,2.569928092966267,1.6969400227117517,2.010055328362944,2.6283185516835497,1.5390716323486613,1.7651400947748535,-1.702567981615036,-0.7888435698917243,,2.4147781173681686,
2001-04-05,0.9211727501701282,,,1.4333623985422153,-0.08559382597714212,1.7958030266644407,,,,0.18257867080041,2.5531271547427887,1.4104782665375,1.797826316007572,2.3382946009263312,1.1798834043846567,1.4531065001939916,-1.4983704354369722,-1.1561016770869963,,2.068717656752108,
2001-04-06,0.842585614903387,,,0.7474867902312082,-0.6182233499653897,1.9059300129463883,,,,0.15234653920812607,2.4238640102264997,1.5059701240034182,1.91780773903075,2.4763335335382637,1.4020232410706694,1.2744940866073846,-1.3881083956226965,-1.3502166331473038,,2.2146681577829637,
2001-04-09,0.12351306007290103,,,0.28153738378352505,-2.3893970136669833,1.7722615884627502,,,,0.07470039602580984,2.5303082479711843,1.4326522176068086,1.9157094227413625,2.4419179437015517,1.4389775847941977,1.726305160005036,-1.4718193653231502,-1.0286330882905839,,2.8106489264785397,
2001-04-10,0.060446127267077515,,,0.4495993008742087,-2.0948409303958,1.5905951411627273,,,,-0.07969299772104901,2.264330468154874,1.3899002539465741,1.6791444962355488,2.161089819181808,1.0473659120631116,1.1459899925594927,-1.4184685948368374,-0.82561883684005,,2.897227519245166,
2001-04-11,-0.03448117967648334,,,0.39348618076068653,-2.141092644424218,2.201635600947271,,,,-0.08601398271175457,2.2488155532560947,1.3254333080606402,1.4658488614337064,2.095908594940823,1.3469690593405046,1.3895169358046775,-1.5463739864658943,-0.9145118628153477,,3.1369390813171787,
2001-04-12,0.02342724628711462,,,0.7244625815174937,-2.8625125354670478,2.3230783039285527,,,,0.07147616233281279,1.7805300019775976,1.1781841260149255,1.3115071937441973,1.9177608032243514,1.0335974073280927,1.0908501966119086,-1.5661098268074876,-1.021147940716593,,2.6082093879779094,
2001-04-16,-0.11931562891285159,,,0.6507715412518433,-2.8750276782954622,2.4877253099378223,,,,0.0608236363591149,1.827220609541917,1.1566456802605887,1.443431405591934,1.983560076258689,1.0054919853543882,1.2358568371046006,-1.6063744501468615,-1.2479399896747474,,3.096859991352642,
2001-04-17,-0.2709421876261996,,,-0.03584151693383247,-3.2983659753213392,1.618349869675454,,,,-0.4888943018891073,1.4429692712953803,0.76945942113647,1.1171885004205881,1.487987936272206,0.8958188904115901,0.4665824271056889,-1.7046957447545639,-1.0509811226757493,,2.8150591244245056,
2001-04-18,0.22362588900893582,,,0.23834813002572344,-2.6540327975245233,1.150275139513268,,,,-0.393595464823153,1.0472927382176687,0.5055912035973655,1.0082950089581726,1.4132613072779034,0.4248488690581605,0.27119504206838935,-1.5424135227122644,-1.3278261168508951,,2.4308774559366153,
2001-04-19,-0.23653754830922213,,,0.24629381050024413,-3.0487357417624614,1.4183589427614065,,,,-0.5911947272387122,0.42494218557371255,0.28998155217171334,0.9340299897275302,1.2952238702393797,0.4286559591716012,-0.3294185175481777,-1.3619664686987605,-1.209359294582525,,1.9672316960393983,
2001-04-20,-0.274867733096265,,,-0.06465196748496874,-2.8681538676238674,1.5486713415334488,,,,-0.2913482669137257,0.8392355601922512,0.7349877746170647,1.089244440382968,1.344692671996612,0.556632878343179,0.2880245314586802,-1.5083713717765594,-1.2650082325819652,,0.9314455780738627,
2001-04-23,0.0022033414392822635,,,0.1857571026608843,-2.3483520614983147,1.5126530280140484,,,,-0.31731969211295524,1.3953239995221216,0.6838625285895741,1.0918389889077733,1.1727553991347344,0.4635790167995221,0.3166247544614966,-1.676951188112051,-0.9109396163236076,,1.299634052556633,
2001-04-24,0.11722983582330189,,,0.36571917518031677,-2.038441418485377,1.4983377711183195,,,,0.088039075164391,1.4024598490455529,0.7402363537787472,1.1460256193896106,1.2429362000385353,0.7007371953899751,0.45702582945884557,-1.6525466159105884,-0.9679592183971724,,1.4151420556337226,
2001-04-25,0.09306640315619007,,,0.3788168235676085,-2.211083174824987,1.5087271900476753,,,,-0.230529593677927,0.8160201472370172,0.7058925418317443,1.1592381924603548,1.0653111989727024,0.5446941242499177,0.4316364801209294,-1.5890961903622989,-1.3213478992705818,,1.4042262873454634,
2001-04-26,0.024989798594005564,,,-0.06749641073187257,-2.3501427627020517,1.4485423966970412,,,,-0.1999963049875871,0.9089182940220034,0.8382994176595331,1.0982259579569493,1.2616332490760889,0.4535420546754313,0.5655675143710156,-1.4935340482410184,-1.190526539873533,,1.5727643546459915,
2001-04-27,0.0448761835782276,,,-0.33880546152894037,-2.2771661137699,1.0011193609492537,,,,-0.5519500726562087,0.8617364602583883,0.5952616526372823,0.8707821529038327,1.061529536197187,-0.002597964935125653,0.5015387822456362,-1.4798201726133497,-1.4541012578411048,,1.609759521349237,
2001-04-30,0.1332671216062894,,,-0.4559467781919953,-2.349627127781644,1.17347552874449,,,,-0.7078812844216932,0.4952626096425162,0.5427653165254906,0.7896795028091739,1.015952127033568,-0.0772732654560524,-0.12189622103441718,-1.413906863506483,-1.4946628184784105,,1.2523771437304612,
2001-05-01,0.5061378488982882,,,-0.31634424814310586,-2.012870521119954,1.2083859200661402,,,,-0.6054767788478549,0.523036214427644,0.6979867946531281,0.8548024769474348,1.1663708556171877,0.07273017504982011,0.22417763032338436,-1.282472317326558,-1.4757255108227891,,1.1873632759144495,
2001-05-02,0.6128552867122341,,,-0.3715378879921636,-2.0986151661397288,1.5276737827090356,,,,-0.6985801831989501,0.5720161989765767,0.5982459910912818,0.9250933475741444,0.9574972501392206,0.04387553841697749,0.014226237288184982,-1.3645945938416564,-1.5000342969555343,,1.8564871623683066,
2001-05-03,0.7337791117288845,,,-0.5036421394887062,-2.2149121418165123,1.790602244522236,,,,-0.8710697141629862,-0.018618896839488402,0.26677964304888196,0.8041716846303685,0.9131481005656014,0.02081650860956811,-0.10131815848224839,-1.382259069953551,-1.1116720263232913,,1.8326251647666902,
2001-05-04,0.48820789358830624,,,-0.41314383053421616,-2.230381536582276,1.3946028500789942,,,,-0.8011020761454851,0.15530905162109265,-0.01461017381308107,0.6955353862213967,0.8432162798387022,0.12647114466903997,-0.5627704067353158,-1.356426061422953,-1.3788537603528002,,1.8583325573621239,
2001-05-07,1.035959274081438,,,-0.11700975169160718,-2.1005421134752567,1.3880687724030345,,,,-0.7917326830176997,0.3089874064830856,0.2657595056707781,0.6865461817209407,0.8806316495368299,0.14619923717625585,-0.4514337904020469,-1.2718055897654172,-1.1741295411780304,,1.8086353780879565,
2001-05-08,0.6838843598842741,,,-0.18390699428699284,-2.3804251735279944,1.4268832402880078,,,,-0.9822180492428759,0.20164315505705774,0.24599597025058256,0.5834818738457721,0.855419313100355,0.12769819840995675,-0.633945852294003,-1.3470704742301869,-1.1656047185706786,,1.5411052969898567,
2001-05-09,0.32789968072960746,,,-0.3979291404494432,-2.542439058976611,1.6626823283468002,,,,-1.052349697797621,0.4335091189843914,0.14521854384383748,0.3794613142667271,0.8845297671315765,-0.1234456439031122,-0.5235153500147292,-1.4620610754710104,-1.2307882318401635,,1.6364970688976797,
2001-05-10,0.21901168737544924,,,-0.11234427358597936,-2.246345128580093,2.0374699408834864,,,,-0.9187503399162561,0.5674043268899976,0.4428071878535633,0.5079842835106874,0.9734522374057332,0.26352466128422813,-0.5983535915050044,-1.3654560721056843,-1.0112592604764643,,1.5912400655170984,
2001-05-11,0.27469688996261293,-0.13885366595931722,,0.1885471254977588,-1.913288289632932,1.907149470443045,,,,-1.051751010432678,0.6218681267647519,0.4324822479381163,0.5468159584701623,0.9991377765517152,0.3422368732845829,0.0642401735342092,-1.3112932847419552,-1.3670362899621396,,2.0222450617219314,
2001-05-14,-0.06481153306774974,-0.24226261620013345,,-0.2975169859090604,-2.133659806297064,1.8474548261424946,,,,-1.2468157889087348,-0.12979327674899332,0.13361129642690847,0.5823188348350834,0.7749964484801358,0.174151897054078,-0.46722883224193656,-1.3431104662946052,-1.3989487331624748,,1.9046069938917578,
2001-05-15,0.02763251422887331,-0.39157810121083353,,-0.26332022217968415,-2.3268719993067246,1.5389890656336827,,,,-1.1770250719008932,-0.022663073158442983,0.17647291994131117,0.40922627701395203,0.8988514393713237,0.3081664065648727,-0.2018432194080149,-1.4466151774574074,-1.4071136635634052,,1.3453200513986407,
2001-05-16,-0.4595027527709714,-0.3638762081061888,,-0.5265738646847054,-2.380782750004429,1.3742042739422529,,,,-1.4191656679970024,-0.180750746895235,-0.08677941946495209,0.25677795709337603,0.5105914389306033,0.15895189672326326,-0.7758150231777409,-1.6151787005229628,-1.5066796967627796,,0.9790025202157961,
2001-05-17,-0.38067186489005833,-0.15385380609402602,,-0.23794848130455853,-2.534637639585892,1.6342009290072654,,,,-1.4030229611317189,-0.01381488637392698,-0.023240228458380356,0.23410245618444378,0.6815965513788437,0.13014671613292966,-0.47953167802503366,-1.3412461678246044,-1.203531922031858,,2.1214823952456037,
