Date,Close
2000-01-03,16.52277946472168
2000-01-04,15.861870765686035
2000-01-05,15.956284523010254
2000-01-06,15.814663887023926
2000-01-07,15.673041343688965
2000-01-10,15.861870765686035
2000-01-11,15.625828742980957
2000-01-12,15.720245361328125
2000-01-13,15.767454147338867
2000-01-14,15.956284523010254
2000-01-18,15.543218612670898
2000-01-19,15.531414031982422
2000-01-20,15.248164176940918
2000-01-21,15.342584609985352
2000-01-24,15.10654067993164
2000-01-25,15.05933666229248
2000-01-26,15.05933666229248
2000-01-27,15.248164176940918
2000-01-28,14.681675910949707
2000-01-31,14.728875160217285
2000-02-01,14.728875160217285
2000-02-02,14.823296546936035
2000-02-03,14.776089668273926
2000-02-04,14.304007530212402
2000-02-07,14.16238021850586
2000-02-08,14.823296546936035
2000-02-09,14.917707443237305
2000-02-10,14.681675910949707
2000-02-11,14.256796836853027
2000-02-14,14.020759582519531
2000-02-15,14.067970275878906
2000-02-16,14.351216316223145
2000-02-17,14.398427963256836
2000-02-18,14.16238021850586
2000-02-22,14.304007530212402
2000-02-23,14.540047645568848
2000-02-24,14.16238021850586
2000-02-25,14.16238021850586
2000-02-28,14.209589958190918
2000-02-29,14.492838859558105
2000-03-01,14.776089668273926
2000-03-02,14.776089668273926
2000-03-03,15.012125968933105
2000-03-06,14.823296546936035
2000-03-07,14.540047645568848
2000-03-08,14.681675910949707
2000-03-09,15.200958251953125
2000-03-10,15.10654067993164
2000-03-13,14.634464263916016
2000-03-14,15.10654067993164
2000-03-15,14.964919090270996
2000-03-16,15.673041343688965
2000-03-17,15.248164176940918
2000-03-20,15.389786720275879
2000-03-21,15.43700122833252
2000-03-22,15.43700122833252
2000-03-23,15.484208106994629
2000-03-24,15.861870765686035
2000-03-27,15.673041343688965
2000-03-28,15.673041343688965
2000-03-29,15.484208106994629
2000-03-30,15.05933666229248
2000-03-31,15.43700122833252
2000-04-03,15.389786720275879
2000-04-04,15.342584609985352
2000-04-05,15.248164176940918
2000-04-06,15.295376777648926
2000-04-07,15.578620910644531
2000-04-10,15.484208106994629
2000-04-11,15.200958251953125
2000-04-12,15.012125968933105
2000-04-13,15.153757095336914
2000-04-14,14.209589958190918
2000-04-17,14.209589958190918
2000-04-18,14.492838859558105
2000-04-19,14.728875160217285
2000-04-20,14.823296546936035
2000-04-24,14.587257385253906
2000-04-25,15.10654067993164
2000-04-26,14.823296546936035
2000-04-27,14.728875160217285
2000-04-28,14.823296546936035
2000-05-01,14.728875160217285
2000-05-02,14.728875160217285
2000-05-03,14.256796836853027
2000-05-04,14.256796836853027
2000-05-05,14.351216316223145
2000-05-08,14.209589958190918
2000-05-09,14.115177154541016
2000-05-10,13.879136085510254
2000-05-11,14.091569900512695
2000-05-12,14.351216316223145
2000-05-15,14.304007530212402
2000-05-16,14.351216316223145
2000-05-17,14.020759582519531
2000-05-18,13.784713745117188
2000-05-19,13.548678398132324
2000-05-22,13.501472473144531
2000-05-23,13.548678398132324
2000-05-24,13.784713745117188
2000-05-25,13.879136085510254
2000-05-26,14.067970275878906
2000-05-30,14.351216316223145
2000-05-31,14.304007530212402
2000-06-01,14.351216316223145
2000-06-02,14.917707443237305
2000-06-05,15.05933666229248
2000-06-06,14.917707443237305
2000-06-07,14.776089668273926
2000-06-08,14.776089668273926
2000-06-09,14.492838859558105
2000-06-12,14.492838859558105
2000-06-13,14.681675910949707
2000-06-14,14.823296546936035
2000-06-15,14.823296546936035
2000-06-16,14.728875160217285
2000-06-19,14.728875160217285
2000-06-20,14.870502471923828
2000-06-21,14.728875160217285
2000-06-22,14.669869422912598
2000-06-23,14.445629119873047
2000-06-26,14.398427963256836
2000-06-27,14.398427963256836
2000-06-28,14.445629119873047
2000-06-29,14.16238021850586
2000-06-30,14.492838859558105
2000-07-03,14.823296546936035
2000-07-05,14.445629119873047
2000-07-06,14.870502471923828
2000-07-07,14.964919090270996
2000-07-10,14.870502471923828
2000-07-11,14.964919090270996
2000-07-12,14.917707443237305
2000-07-13,14.823296546936035
2000-07-14,14.634464263916016
2000-07-17,14.870502471923828
2000-07-18,14.540047645568848
2000-07-19,14.681675910949707
2000-07-20,14.870502471923828
2000-07-21,14.587257385253906
2000-07-24,14.587257385253906
2000-07-25,14.634464263916016
2000-07-26,14.776089668273926
2000-07-27,14.728875160217285
2000-07-28,14.540047645568848
2000-07-31,14.492838859558105
2000-08-01,14.492838859558105
2000-08-02,14.492838859558105
2000-08-03,14.351216316223145
2000-08-04,14.634464263916016
2000-08-07,14.728875160217285
2000-08-08,14.634464263916016
2000-08-09,14.634464263916016
2000-08-10,14.445629119873047
2000-08-11,14.681675910949707
2000-08-14,14.776089668273926
2000-08-15,14.823296546936035
2000-08-16,14.870502471923828
2000-08-17,15.05933666229248
2000-08-18,14.964919090270996
2000-08-21,14.964919090270996
2000-08-22,14.823296546936035
2000-08-23,14.728875160217285
2000-08-24,14.918807983398438
2000-08-25,14.770118713378906
2000-08-28,14.770118713378906
2000-08-29,14.670988082885742
2000-08-30,14.472725868225098
2000-08-31,14.621421813964844
2000-09-01,15.0675048828125
2000-09-05,14.720553398132324
2000-09-06,14.621421813964844
2000-09-07,14.571861267089844
2000-09-08,14.274471282958984
2000-09-11,14.076210975646973
2000-09-12,13.977090835571289
2000-09-13,13.87796401977539
2000-09-14,13.87796401977539
2000-09-15,13.630141258239746
2000-09-18,13.679708480834961
2000-09-19,13.630141258239746
2000-09-20,13.481450080871582
2000-09-21,13.481450080871582
2000-09-22,13.977090835571289
2000-09-25,13.778828620910645
2000-09-26,13.87796401977539
2000-09-27,14.076210975646973
2000-09-28,14.12578296661377
2000-09-29,14.175345420837402
2000-10-02,14.076210975646973
2000-10-03,14.12578296661377
2000-10-04,14.175345420837402
2000-10-05,14.12578296661377
2000-10-06,13.927526473999023
2000-10-09,13.828398704528809
2000-10-10,13.778828620910645
2000-10-11,13.679708480834961
2000-10-12,13.630141258239746
2000-10-13,13.778828620910645
2000-10-16,13.778828620910645
2000-10-17,13.630141258239746
2000-10-18,13.481450080871582
2000-10-19,14.076210975646973
2000-10-20,13.729272842407227
2000-10-23,13.977090835571289
2000-10-24,14.12578296661377
2000-10-25,13.87796401977539
2000-10-26,13.778828620910645
2000-10-27,14.224907875061035
2000-10-30,14.12578296661377
2000-10-31,14.571861267089844
2000-11-01,14.175345420837402
2000-11-02,14.175345420837402
2000-11-03,14.324043273925781
2000-11-06,14.12578296661377
2000-11-07,14.274471282958984
2000-11-08,13.977090835571289
2000-11-09,14.12578296661377
2000-11-10,13.828398704528809
2000-11-13,13.828398704528809
2000-11-14,14.224907875061035
2000-11-15,14.026655197143555
2000-11-16,14.12578296661377
2000-11-17,13.977090835571289
2000-11-20,13.828398704528809
2000-11-21,13.828398704528809
2000-11-22,13.481450080871582
2000-11-24,13.481450080871582
2000-11-27,14.026655197143555
2000-11-28,13.927526473999023
2000-11-29,13.531012535095215
2000-11-30,13.679708480834961
2000-12-01,13.580570220947266
2000-12-04,13.729272842407227
2000-12-05,13.87796401977539
2000-12-06,13.977090835571289
2000-12-07,13.927526473999023
2000-12-08,13.927526473999023
2000-12-11,14.42317008972168
2000-12-12,14.274471282958984
2000-12-13,14.076210975646973
2000-12-14,14.274471282958984
2000-12-15,13.977090835571289
2000-12-18,13.828398704528809
2000-12-19,13.729272842407227
2000-12-20,13.792373657226562
2000-12-21,13.792373657226562
2000-12-22,13.841992378234863
2000-12-26,14.090054512023926
2000-12-27,14.189281463623047
2000-12-28,14.238889694213867
2000-12-29,13.990828514099121
2001-01-02,14.13967227935791
2001-01-03,14.43734359741211
2001-01-04,14.040440559387207
2001-01-05,14.040440559387207
2001-01-08,14.090054512023926
2001-01-09,13.841992378234863
2001-01-10,13.891600608825684
2001-01-11,14.040440559387207
2001-01-12,13.941216468811035
2001-01-16,13.792373657226562
2001-01-17,13.990828514099121
2001-01-18,14.040440559387207
2001-01-19,13.891600608825684
2001-01-22,13.891600608825684
2001-01-23,13.990828514099121
2001-01-24,13.990828514099121
2001-01-25,13.792373657226562
2001-01-26,13.891600608825684
2001-01-29,13.939229965209961
2001-01-30,14.066242218017578
2001-01-31,14.153555870056152
2001-02-01,14.034485816955566
2001-02-02,13.986858367919922
2001-02-05,14.05036449432373
2001-02-06,13.970988273620605
2001-02-07,13.891600608825684
2001-02-08,13.693150520324707
2001-02-09,13.685213088989258
2001-02-12,13.859848022460938
2001-02-13,13.820162773132324
2001-02-14,13.796342849731445
2001-02-15,13.748716354370117
2001-02-16,13.4708833694458
2001-02-20,13.208928108215332
2001-02-21,13.153362274169922
2001-02-22,13.320063591003418
2001-02-23,13.232741355895996
2001-02-26,13.121606826782227
2001-02-27,13.129549980163574
2001-02-28,13.24862289428711
2001-03-01,13.200989723205566
2001-03-02,13.32800006866455
2001-03-05,13.439129829406738
2001-03-06,13.605829238891602
2001-03-07,13.462947845458984
2001-03-08,13.478821754455566
2001-03-09,13.288308143615723
2001-03-12,13.089856147766113
2001-03-13,12.764399528503418
2001-03-14,12.573888778686523
2001-03-15,12.708831787109375
2001-03-16,12.335744857788086
2001-03-19,12.31192684173584
2001-03-20,12.423062324523926
2001-03-21,12.224610328674316
2001-03-22,11.851521492004395
2001-03-23,12.02615737915039
2001-03-26,12.407186508178711
2001-03-27,12.978726387023926
2001-03-28,12.518318176269531
2001-03-29,12.327807426452637
2001-03-30,12.44687557220459
2001-04-02,12.375434875488281
2001-04-03,11.827706336975098
2001-04-04,12.303990364074707
2001-04-05,12.780272483825684
2001-04-06,12.550073623657227
2001-04-09,12.748519897460938
2001-04-10,12.883468627929688
2001-04-11,12.899345397949219
2001-04-12,12.939034461975098
2001-04-16,12.827905654907227
2001-04-17,12.843775749206543
2001-04-18,13.177175521850586
2001-04-19,13.066043853759766
2001-04-20,13.137484550476074
2001-04-23,13.153362274169922
2001-04-24,13.089856147766113
2001-04-25,12.994599342346191
2001-04-26,13.097796440124512
2001-04-27,13.296250343322754
2001-04-30,13.216866493225098
2001-05-01,13.272431373596191
2001-05-02,13.272431373596191
2001-05-03,12.827905654907227
2001-05-04,13.129549980163574
2001-05-07,13.089856147766113
2001-05-08,13.03429126739502
2001-05-09,13.089856147766113
2001-05-10,13.193053245544434
2001-05-11,13.129549980163574
2001-05-14,12.804085731506348
2001-05-15,12.9152250289917
2001-05-16,13.145427703857422
2001-05-17,13.24862289428711
