Date,etf,spy,ratio,zscore
2005-10-06,12.574018478393555,81.62906646728516,0.15403849416105841,1.2877060251097254
2005-10-07,12.873403549194336,81.90983581542969,0.15716553965756236,1.7853427203903816
2005-10-10,12.875494956970215,81.21820068359375,0.15852967498171985,1.9882581902679717
2005-10-11,12.961334228515625,81.10174560546875,0.15981572445515443,2.1698048774354404
2005-10-12,12.548894882202148,80.46487426757812,0.15595494302858184,1.5358159672622484
2005-10-13,12.530056953430176,80.41696166992188,0.15581360813979567,1.4999206476876752
2005-10-14,12.477715492248535,81.26609802246094,0.15354146188734016,1.1309779367381567
2005-10-17,12.617982864379883,81.56745147705078,0.154693847066314,1.3033952236499027
2005-10-18,12.477715492248535,80.68402099609375,0.1546491528087406,1.2869812424556248
2005-10-19,12.469342231750488,82.02627563476562,0.15201643784574734,0.8659398785792211
2005-10-20,12.056905746459961,80.58130645751953,0.14962410361038342,0.4858251338620999
2005-10-21,12.264168739318848,80.89631652832031,0.1516035496501919,0.7925610892433486
2005-10-24,12.341631889343262,82.14952087402344,0.15023376591896617,0.5729648688408265
2005-10-25,12.19926929473877,81.98517608642578,0.14879847646943814,0.3440745597562456
2005-10-26,12.136459350585938,81.7454833984375,0.14846642096947849,0.2879843709825834
2005-10-27,11.860106468200684,80.87577056884766,0.1466459779583114,-0.0032503446180068975
2005-10-28,11.960601806640625,82.03995513916016,0.14578996034739988,-0.14103623479033467
2005-10-31,12.061089515686035,82.26590728759766,0.1466110313902094,-0.014657418238714727
2005-11-01,12.226487159729004,82.51243591308594,0.14817750832865623,0.23046484574279064
2005-11-02,12.442121505737305,83.37531280517578,0.14923028276740596,0.3938997966240461
2005-11-03,12.498650550842285,83.73145294189453,0.14927067561476245,0.39612155929745774
2005-11-04,12.404438018798828,83.62186431884766,0.14833964920347958,0.24468999050162285
2005-11-07,12.289292335510254,83.70403289794922,0.14681840181455996,-0.00028752265322957586
2005-11-08,12.316506385803223,83.70403289794922,0.14714352414559684,0.04842635621640998
2005-11-09,12.500741004943848,83.81355285644531,0.14914939862237964,0.36500035168616907
2005-11-10,12.515398979187012,84.46415710449219,0.148174082453744,0.20736734006442817
2005-11-11,12.592859268188477,84.75176239013672,0.14858522009512826,0.27030299877870445
2005-11-14,12.41909408569336,84.70388793945312,0.14661775731676693,-0.04333063076904299
2005-11-15,12.396062850952148,84.39568328857422,0.14688029491468518,-0.003439977045623127
2005-11-16,12.488181114196777,84.56689453125,0.14767222071258654,0.12101826026861935
2005-11-17,12.6661376953125,85.35440063476562,0.1483946650801443,0.2335693380569146
2005-11-18,12.71638298034668,85.68994903564453,0.14839993632225215,0.23174832582091417
2005-11-21,12.789652824401855,86.12140655517578,0.14850724501588175,0.24641863624832833
2005-11-22,12.789652824401855,86.49118041992188,0.14787233521738316,0.14416785608645394
2005-11-23,12.8964262008667,86.99110412597656,0.14824994268598637,0.20380952500942076
2005-11-25,12.8964262008667,87.05955505371094,0.14813338056816758,0.1843861836942842
2005-11-28,12.84618091583252,86.4432601928711,0.14860824183597757,0.2592521356258863
